Stno;Chip;Database Id;Surname;First name;YB;S;Block;nc;Start;Finish;Time;Classifier;Club no.;Cl.name;City;Nat;Cl. no.;Short;Long;Num1;Num2;Num3;Text1;Text2;Text3;Adr. name;Street;Line2;Zip;City;Phone;Fax;EMail;Id/Club;Rented;Start fee;Paid;Course no.;Course;km;m;Course controls;Pl;Start punch;Finish punch;Control1;Punch1;Control2;Punch2;Control3;Punch3;Control4;Punch4;Control5;Punch5;Control6;Punch6;Control7;Punch7;Control8;Punch8;Control9;Punch9;Control10;Punch10;(may be more) ...
108;237592;"97";"Kuzmaniæ";"Borna";;M;;0;10:00;28:50;18:50;0;7;"JAP";"OK Japetic";"CRO";1;"M 12";"M 12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M12";"1.18";"35";12;1;;28:50;31;01:51;40;04:32;41;06:09;57;06:48;42;08:36;43;10:42;46;13:57;48;16:12;47;16:51;49;17:38;45;18:06;100;18:33;
91;435468;"89";"Strmeèki";"Vibor";;M;;0;02:00;21:23;19:23;0;6;"Maksimir";"OK Maksimir";"CRO";1;"M 12";"M 12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M12";"1.18";"35";12;2;;21:23;31;04:47;40;06:58;41;08:47;57;09:22;42;11:09;43;13:09;46;14:29;48;16:12;47;16:58;49;18:03;45;18:32;100;18:59;
137;222410;"78";"Odak";"Toni";;M;;0;06:00;28:49;22:49;0;11;"Vihor";"OK Vihor";"CRO";1;"M 12";"M 12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M12";"1.18";"35";12;3;;28:49;31;03:22;40;08:04;41;10:08;57;10:50;42;12:40;43;14:30;46;18:01;48;20:00;47;21:01;49;21:42;45;22:09;100;22:34;
60;423896;"128";"Vukics";"Zénó";;M;;0;18:00;43:37;25:37;0;4;"ZTC";"Zalaegerszegi Tájékozódási Futó Club";"HUN";1;"M 12";"M 12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M12";"1.18";"35";12;4;;43:37;31;07:03;40;08:33;41;10:00;57;11:00;42;12:45;43;14:33;46;18:57;48;23:01;47;23:43;49;24:34;45;24:59;100;25:20;
101;345947;"9";"Skopljak";"David";;M;;0;16:00;45:55;29:55;0;7;"JAP";"OK Japetic";"CRO";1;"M 12";"M 12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M12";"1.18";"35";12;5;;45:55;31;02:31;40;05:17;41;11:03;57;12:08;42;14:39;43;16:30;46;20:50;48;26:14;47;27:40;49;28:29;45;29:08;100;29:36;
49;247225;"76";"Vidakoviæ";"Fabijan";;M;;0;12:00;61:58;49:58;0;2;"KAP";"OK Kapela";"CRO";1;"M 12";"M 12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M12";"1.18";"35";12;6;;61:58;31;03:03;40;07:06;41;09:37;57;10:45;42;16:58;43;19:49;46;35:06;48;47:11;47;48:18;49;48:59;45;49:18;100;49:38;
6;;"138";"";"Vacant";;M;;0;08:00;;;0;;"";"";"";1;"M 12";"M 12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M12";"1.18";"35";12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;;"139";"";"Vacant";;M;;0;04:00;;;0;;"";"";"";1;"M 12";"M 12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M12";"1.18";"35";12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;222413;"79";"Odak";"Jakov";;M;;0;14:00;55:57;41:57;3;11;"Vihor";"OK Vihor";"CRO";1;"M 12";"M 12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M12";"1.18";"35";12;;;55:57;31;20:50;;;41;27:22;57;28:00;42;34:12;43;36:31;46;37:47;48;39:31;;;49;40:53;45;41:16;100;41:35;
58;500470;"132";"Salopek";"Tihon";;M;;0;11:00;28:11;17:11;0;3;"RIS";"OK Ris Delnice";"CRO";3;"M 16";"M 16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;3;"M16";"1.69";"60";16;1;;28:11;34;02:08;51;02:56;54;03:38;59;04:12;55;05:01;60;06:10;64;09:58;58;10:19;56;11:11;57;12:13;62;12:49;46;15:02;47;15:48;48;16:09;45;16:47;100;16:59;
139;8135002;"77";"Gobec";"Jan";;M;;0;13:00;32:44;19:44;0;11;"Vihor";"OK Vihor";"CRO";3;"M 16";"M 16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;3;"M16";"1.69";"60";16;2;;32:44;34;05:25;51;06:06;54;06:50;59;07:27;55;07:54;60;08:56;64;10:37;58;11:04;56;12:17;57;13:18;62;14:09;46;16:17;47;17:07;48;18:35;45;19:19;100;19:32;
63;2066468;"126";"Gazdag";"Kristóf";;M;;0;03:00;37:49;34:49;0;4;"ZTC";"Zalaegerszegi Tájékozódási Futó Club";"HUN";3;"M 16";"M 16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;3;"M16";"1.69";"60";16;3;;37:49;34;14:16;51;15:45;54;16:47;59;17:45;55;18:30;60;20:01;64;23:27;58;24:19;56;26:12;57;27:14;62;27:55;46;30:52;47;32:11;48;32:44;45;34:13;100;34:33;
