Stno;Chip;Database Id;Surname;First name;YB;S;Block;nc;Start;Finish;Time;Classifier;Club no.;Cl.name;City;Nat;Cl. no.;Short;Long;Num1;Num2;Num3;Text1;Text2;Text3;Adr. name;Street;Line2;Zip;City;Phone;Fax;EMail;Id/Club;Rented;Start fee;Paid;Course no.;Course;km;m;Course controls;Pl;Start punch;Finish punch;Control1;Punch1;Control2;Punch2;Control3;Punch3;Control4;Punch4;Control5;Punch5;Control6;Punch6;Control7;Punch7;Control8;Punch8;Control9;Punch9;Control10;Punch10;(may be more) ...
;1423473;"202";"Kaniški";"Roko";;M;;0;104:00;150:52;46:52;0;15;"Maksimir";"OK Maksimir";"CRO";18;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;1;;150:52;51;07:34;52;12:43;53;20:24;54;23:50;55;27:33;56;32:44;100;43:29;
;2124885;"15";"Borkoviæ";"Gordan";;M;;0;118:00;168:26;50:26;0;;"";"";"";18;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;2;;168:26;51;09:32;52;15:41;53;30:23;54;33:31;55;36:21;56;41:37;100;48:24;
;1008297;"147";"Šantek";"Lucija";;M;;0;97:00;149:24;52:24;0;5;"OK Varaždin";"OK Varaždin";"CRO";18;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;3;;149:24;51;13:01;52;19:56;53;26:45;54;30:37;55;36:23;56;42:26;100;50:46;
;1399942;"87";"Suntila";"Tiina";;M;;0;110:00;164:02;54:02;0;32;"TuMe";"Turun Metsänkävijät";"FIN";18;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;4;;164:02;51;08:32;52;14:03;53;22:57;54;36:50;55;39:16;56;44:39;100;51:52;
;222419;"62";"Ostajmer";"Sonja";;M;;0;114:00;;;1;20;"Vihor";"OK Vihor";"CRO";18;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;;;;;;;;;;;;;;;;;;
;237599;"135";"Tot";"Luka";;M;;0;85:00;;;2;26;"JAP";"OK Japetiæ";"CRO";18;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;;;;51;43:10;;;;;;;;;;;;;
;;"311";"";"Vacant";;M;;0;126:00;;;0;;"";"";"";18;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;;;;;;;;;;;;;;;;;;
;;"291";"";"Vacant";;M;;0;134:00;;;0;;"";"";"";18;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;;;;;;;;;;;;;;;;;;
;;"309";"";"Vacant";;M;;0;106:00;;;0;;"";"";"";18;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;;;;;;;;;;;;;;;;;;
;;"310";"";"Vacant";;M;;0;122:00;;;0;;"";"";"";18;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;;;;;;;;;;;;;;;;;;
;2117408;"156";"Lah";"Mario";;M;;0;20:00;65:38;45:38;0;5;"OK Varaždin";"OK Varaždin";"CRO";2;"M12";"M12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;1;;65:38;51;06:35;52;12:07;53;17:51;54;21:24;55;27:48;56;33:44;100;44:00;
;8025005;"29";"Szabo";"Danko";;M;;0;04:00;64:04;60:04;0;36;"SPE";"KOB Sokol Pezinok";"SVK";2;"M12";"M12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;2;;64:04;51;24:02;52;30:16;53;36:54;54;45:47;55;47:19;56;53:20;100;58:59;
;2136724;"159";"Anadolac";"Filip";;M;;0;36:00;100:24;64:24;0;5;"OK Varaždin";"OK Varaždin";"CRO";2;"M12";"M12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;3;;100:24;51;14:17;52;19:16;53;25:37;54;29:25;55;53:54;56;58:17;100;63:05;
;219395;"84";"Tankoviæ";"Marin";;M;;0;28:00;93:14;65:14;0;22;"JEL";"OK Jelen";"CRO";2;"M12";"M12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;4;;93:14;51;08:56;52;43:40;53;49:20;54;52:14;55;54:42;56;57:30;100;62:44;
;235087;"176";"Radoš";"Ante";;M;;0;24:00;91:14;67:14;0;20;"Vihor";"OK Vihor";"CRO";2;"M12";"M12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;5;;91:14;51;10:38;52;39:25;53;42:52;54;55:55;55;58:00;56;61:25;100;66:03;
;;"258";"";"Vacant";;M;;0;08:00;;;0;;"";"";"";2;"M12";"M12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;;;;;;;;;;;;;;;;;;
;7010043;"194";"Rako";"Jure";;M;;0;32:00;100:22;68:22;3;20;"Vihor";"OK Vihor";"CRO";2;"M12";"M12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;;;100:22;51;19:24;52;23:13;;;54;48:16;55;57:49;56;62:21;100;67:02;
;;"30";"";"Vacant";;M;;0;12:00;;;0;;"";"";"";2;"M12";"M12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;;;;;;;;;;;;;;;;;;
;;"259";"";"Vacant";;M;;0;16:00;;;0;;"";"";"";2;"M12";"M12";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;4;"MW12";"2.21";"30";7;;;;;;;;;;;;;;;;;;
;236873;"23";"Gojmerac";"Luka";;M;;0;50:00;101:09;51:09;0;24;"OK MERZ CRO";"OK Ivan Merz";"CRO";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;1;;101:09;59;10:35;52;16:37;58;21:43;53;23:09;36;27:24;55;31:15;49;39:34;56;42:22;57;48:57;100;50:16;
;446317;"101";"Solenièki";"Gabrijel";;M;;0;46:00;101:11;55:11;0;22;"JEL";"OK Jelen";"CRO";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;2;;101:11;59;14:32;52;20:39;58;25:49;53;27:07;36;31:18;55;35:12;49;43:37;56;46:19;57;53:01;100;54:17;
;2128477;"90";"Meštroviæ";"Martin";;M;;0;30:00;89:50;59:50;0;4;"KAP";"OK Kapela";"CRO";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;3;;89:50;59;07:30;52;12:03;58;20:40;53;22:58;36;28:32;55;32:35;49;38:39;56;47:37;57;56:21;100;58:23;
;406741;"47";"Nikoliæ";"Matko";;M;;0;26:00;89:44;63:44;0;20;"Vihor";"OK Vihor";"CRO";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;4;;89:44;59;08:29;52;16:08;58;24:30;53;26:55;36;32:47;55;36:54;49;42:46;56;51:42;57;60:16;100;62:24;
;1419841;"73";"Pavlovics";"Mátyás";;M;;0;10:00;74:16;64:16;0;35;"PVSK";"Pécsi Vasutas SK";"HUN";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;5;;74:16;59;11:34;52;17:48;58;22:26;53;24:30;36;28:02;55;43:14;49;45:29;56;47:30;57;61:27;100;63:17;
;8025013;"28";"Valach";"Eli";;M;;0;06:00;78:33;72:33;0;36;"SPE";"KOB Sokol Pezinok";"SVK";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;6;;78:33;59;06:08;52;21:14;58;26:29;53;28:18;36;31:49;55;42:03;49;63:47;56;65:30;57;70:05;100;71:35;
;237595;"181";"Lesjak";"Karlo";;M;;0;58:00;141:22;83:22;0;26;"JAP";"OK Japetiæ";"CRO";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;7;;141:22;59;21:52;52;33:12;58;37:43;53;40:51;36;57:21;55;63:43;49;72:55;56;75:59;57;80:24;100;82:11;
;8025018;"27";"Dojcar";"Dami";;M;;0;14:00;109:49;95:49;0;36;"SPE";"KOB Sokol Pezinok";"SVK";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;8;;109:49;59;07:27;52;64:35;58;69:23;53;72:02;36;75:53;55;81:21;49;88:12;56;90:17;57;93:01;100;94:35;
;219393;"83";"Tankoviæ";"Marko";;M;;0;38:00;134:17;96:17;0;22;"JEL";"OK Jelen";"CRO";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;9;;134:17;59;07:29;52;13:54;58;23:04;53;59:55;36;67:52;55;75:43;49;79:50;56;81:34;57;92:25;100;94:57;
;8025021;"32";"Balogh";"Matej";;M;;0;22:00;126:02;104:02;0;36;"SPE";"KOB Sokol Pezinok";"SVK";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;10;;126:02;59;10:34;52;74:36;58;78:51;53;80:03;36;83:38;55;89:23;49;96:52;56;98:32;57;101:39;100;103:02;
;2138242;"160";"Anadolac";"Adam";;M;;0;54:00;202:07;148:07;3;5;"OK Varaždin";"OK Varaždin";"CRO";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;;;202:07;59;33:24;52;45:49;58;70:14;53;73:46;36;81:06;;;;;;;;;;;
;;"262";"";"Vacant";;M;;0;34:00;;;0;;"";"";"";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;;;;;;;;;;;;;;;;;;;;;;;;
;8017369;"167";"Mahoviæ";"Teo";;M;;0;42:00;111:04;69:04;3;26;"JAP";"OK Japetiæ";"CRO";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;;;111:04;;;;;;;;;;;;;;;;;;;;;
;;"263";"";"Vacant";;M;;0;18:00;;;0;;"";"";"";4;"M14";"M14";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;5;"MW14";"2.62";"40";10;;;;;;;;;;;;;;;;;;;;;;;;
;8400090;"25";"Syrovy";"Tomas";;M;;0;65:00;125:31;60:31;0;36;"SPE";"KOB Sokol Pezinok";"SVK";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;1;;125:31;66;04:06;33;08:58;64;11:44;35;28:39;36;34:01;65;36:42;39;39:42;57;57:02;50;58:14;100;59:44;
;1422007;"123";"Strmeèki";"Vibor";;M;;0;80:00;151:41;71:41;0;15;"Maksimir";"OK Maksimir";"CRO";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;2;;151:41;66;06:31;33;15:17;64;25:39;35;34:09;36;45:03;65;51:50;39;57:10;57;67:19;50;68:51;100;70:31;
;8300002;"26";"Jancik";"Filip";;M;;0;59:00;139:58;80:58;0;36;"SPE";"KOB Sokol Pezinok";"SVK";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;3;;139:58;66;03:28;33;15:03;64;17:42;35;42:43;36;55:06;65;58:37;39;63:31;57;70:33;50;77:54;100;80:04;
;2442560;"183";"Lesjak";"Jakov";;M;;0;86:00;188:16;102:16;0;26;"JAP";"OK Japetiæ";"CRO";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;4;;188:16;66;05:18;33;19:51;64;24:04;35;31:48;36;68:26;65;73:28;39;88:36;57;96:57;50;99:00;100;101:17;
;446316;"102";"Kelc";"Noa";;M;;0;89:00;204:20;115:20;0;22;"JEL";"OK Jelen";"CRO";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;5;;204:20;66;07:14;33;40:01;64;46:07;35;56:16;36;67:37;65;89:49;39;96:38;57;109:59;50;112:47;100;114:29;
;8025022;"282";"Kapusta";"Luky";;M;;0;62:00;205:21;143:21;0;36;"SPE";"KOB Sokol Pezinok";"SVK";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;6;;205:21;66;12:00;33;39:27;64;62:00;35;69:54;36;93:58;65;116:36;39;123:41;57;137:10;50;140:02;100;141:58;
;222408;"57";"Juraè";"Petar";;M;;0;83:00;205:57;122:57;3;20;"Vihor";"OK Vihor";"CRO";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;;;205:57;66;08:39;;;;;;;;;;;;;;;;;100;122:03;
;;"283";"";"Vacant";;M;;0;68:00;;;0;;"";"";"";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;;;;;;;;;;;;;;;;;;;;;;;;
;364421;"126";"Yelen";"Kaan";;M;;0;71:00;207:30;136:30;3;20;"Vihor";"OK Vihor";"CRO";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;;;207:30;66;18:32;33;54:40;;;;;;;;;;;;;;;100;135:02;
;2141169;"166";"Milkoviæ";"Patrick";;M;;0;77:00;205:55;128:55;3;26;"JAP";"OK Japetiæ";"CRO";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;;;205:55;66;31:01;33;47:19;;;;;;;;;;;;;;;100;127:29;
;428003;"45";"Kuzmaniæ";"Borna";;M;;0;74:00;188:25;114:25;3;26;"JAP";"OK Japetiæ";"CRO";14;"M16";"M16";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;12;"M16, M21B";"4";"35";10;;;188:25;66;15:12;;;64;52:01;35;61:31;36;75:51;65;83:09;39;90:21;57;108:22;50;110:12;100;113:18;
;8135002;"6";"Gobec";"Jan";;M;;0;21:00;139:59;118:59;0;20;"Vihor";"OK Vihor";"CRO";12;"M20";"M20";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;2;"M20";"6.27";"105";14;1;;139:59;31;02:13;32;03:37;36;08:59;37;12:40;38;20:09;39;27:19;40;48:12;41;65:27;42;68:36;43;70:34;45;82:21;47;99:46;50;115:45;100;118:12;
;1289347;"125";"Kukec";"Jura";;M;;0;13:00;140:01;127:01;0;20;"Vihor";"OK Vihor";"CRO";12;"M20";"M20";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;2;"M20";"6.27";"105";14;2;;140:01;31;03:06;32;04:36;36;12:38;37;20:33;38;28:17;39;34:58;40;56:20;41;73:41;42;76:41;43;78:46;45;90:37;47;107:57;50;124:36;100;126:15;
;446318;"99";"Šiljevinac";"Gabriel";;M;;0;09:00;140:28;131:28;0;22;"JEL";"OK Jelen";"CRO";12;"M20";"M20";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;2;"M20";"6.27";"105";14;3;;140:28;31;03:33;32;06:14;36;16:37;37;24:37;38;32:15;39;38:53;40;60:18;41;77:45;42;80:48;43;82:48;45;94:42;47;111:54;50;127:51;100;130:25;
;222409;"58";"Juraè";"Marko";;M;;0;05:00;194:00;189:00;0;20;"Vihor";"OK Vihor";"CRO";12;"M20";"M20";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;2;"M20";"6.27";"105";14;4;;194:00;31;04:24;32;07:17;36;47:24;37;52:36;38;72:26;39;83:25;40;107:33;41;120:47;42;126:00;43;128:04;45;153:23;47;171:10;50;184:21;100;187:46;
;;"279";"";"Vacant";;M;;0;17:00;;;0;;"";"";"";12;"M20";"M20";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;2;"M20";"6.27";"105";14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;"278";"";"Vacant";;M;;0;25:00;;;0;;"";"";"";12;"M20";"M20";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;2;"M20";"6.27";"105";14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7121188;"161";"Tonneau";"Corentin";;M;;0;07:00;85:45;78:45;0;11;"OLVE";"OLV Eifel";"BEL";21;"M21A";"M21A";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M21A";"8.67";"145";22;1;;85:45;31;01:59;32;03:10;33;10:45;34;20:43;35;21:19;36;26:03;37;27:57;38;31:32;39;34:15;40;41:44;41;47:09;42;49:45;43;50:45;44;51:28;42;53:09;45;60:55;46;66:03;47;67:32;48;70:20;49;71:24;50;76:39;100;77:49;
;8667503;"233";"Waldhauser";"Štìpán";;M;;0;11:00;104:03;93:03;0;14;"TUR";"OOB TJ Turnov";"CZE";21;"M21A";"M21A";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M21A";"8.67";"145";22;2;;104:03;31;02:24;32;03:40;33;13:29;34;21:10;35;21:54;36;28:36;37;31:56;38;36:30;39;39:03;40;48:46;41;55:36;42;58:36;43;60:12;44;61:12;42;63:29;45;72:29;46;79:55;47;81:58;48;85:25;49;86:43;50;90:52;100;92:14;
;8221221;"179";"Razum";"Matija";;M;;0;47:00;144:36;97:36;0;26;"JAP";"OK Japetiæ";"CRO";21;"M21A";"M21A";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M21A";"8.67";"145";22;3;;144:36;31;02:54;32;04:19;33;14:27;34;23:55;35;24:50;36;29:55;37;34:48;38;39:29;39;42:44;40;50:58;41;57:05;42;60:41;43;63:22;44;64:17;42;65:54;45;72:38;46;81:32;47;84:42;48;87:44;49;88:42;50;95:05;100;96:39;
;8664146;"144";"Ludovicy";"Nicolas";;M;;0;03:00;111:19;108:19;0;28;"COLIEGE";"COLIEGE";"BEL";21;"M21A";"M21A";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M21A";"8.67";"145";22;4;;111:19;31;02:16;32;03:37;33;21:37;34;30:12;35;31:04;36;41:17;37;44:13;38;49:12;39;51:48;40;64:15;41;72:02;42;74:44;43;76:15;44;77:29;42;79:59;45;86:42;46;93:57;47;95:59;48;99:37;49;101:08;50;105:48;100;107:23;
;770914;"171";"Vujaniæ";"Josip";;M;;0;59:00;171:20;112:20;0;26;"JAP";"OK Japetiæ";"CRO";21;"M21A";"M21A";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M21A";"8.67";"145";22;5;;171:20;31;02:22;32;03:46;33;14:08;34;24:04;35;25:01;36;31:42;37;35:48;38;42:39;39;45:06;40;57:19;41;63:34;42;66:14;43;67:36;44;68:46;42;71:01;45;78:53;46;84:27;47;88:17;48;93:10;49;94:12;50;110:06;100;111:28;
;7207151;"41";"Filetin";"Luka";;M;;0;55:00;186:41;131:41;0;4;"KAP";"OK Kapela";"CRO";21;"M21A";"M21A";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M21A";"8.67";"145";22;6;;186:41;31;02:45;32;09:16;33;19:24;34;34:46;35;35:50;36;44:03;37;48:52;38;61:40;39;64:01;40;78:48;41;87:55;42;90:44;43;93:04;44;94:08;42;96:48;45;105:35;46;112:18;47;114:13;48;120:29;49;121:49;50;129:06;100;130:49;
;7210949;"51";"Gadžiæ";"Dražen";;M;;0;31:00;178:24;147:24;0;4;"KAP";"OK Kapela";"CRO";21;"M21A";"M21A";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M21A";"8.67";"145";22;7;;178:24;31;03:18;32;04:55;33;24:20;34;33:48;35;34:39;36;41:32;37;51:13;38;56:12;39;60:20;40;87:34;41;98:58;42;101:49;43;105:49;44;107:05;42;110:58;45;120:50;46;128:10;47;130:23;48;136:54;49;137:59;50;144:18;100;146:13;
;8644875;"238";"Kavan";"Tomas";;M;;0;19:00;168:56;149:56;0;10;"TBM";"KOS Tesla Brno";"CZE";21;"M21A";"M21A";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M21A";"8.67";"145";22;8;;168:56;31;04:19;32;05:38;33;16:25;34;28:34;35;29:27;36;46:58;37;52:21;38;58:29;39;68:22;40;81:13;41;92:56;42;98:47;43;100:27;44;101:46;42;104:44;45;118:16;46;127:47;47;135:43;48;140:07;49;141:56;50;146:49;100;148:44;
;535353;"192";"Košæica";"Miran";;M;;0;51:00;229:22;178:22;0;22;"JEL";"OK Jelen";"CRO";21;"M21A";"M21A";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M21A";"8.67";"145";22;9;;229:22;31;03:04;32;04:54;33;18:43;34;29:15;35;30:11;36;37:24;37;41:06;38;47:21;39;52:47;40;91:16;41;101:17;42;104:12;43;105:53;44;107:07;42;114:07;45;127:32;46;139:41;47;142:02;48;146:20;49;147:53;50;175:13;100;177:16;
;;"296";"";"Vacant";;M;;0;27:00;;;0;;"";"";"";21;"M21A";"M21A";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;1;"M21A";"8.67";"145";22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
